insectid,measurement,length
4-T8-0-B4,2,9.65
4-T8-0-B4,3,9.53
4-T8-0-B5,1,9.23
4-T8-0-B5,2,9.11
4-T8-0-B5,3,9.22
4-T8-0-B6,1,7
4-T8-0-B6,2,7.03
4-T8-0-B6,3,7
4-T8-0-W1,1,5.03
4-T8-0-W1,2,5.04
4-T8-0-W1,3,5.03
4-T8-0-W2,1,4.57
4-T8-0-W2,2,4.42
4-T8-0-W2,3,4.54
4-T8-0-W3,1,4.96
4-T8-0-W3,2,4.99
4-T8-0-W3,3,4.95
4-T8-25-B1,1,9.51
4-T8-25-B1,2,9.57
4-T8-25-B1,3,9.56
4-T8-25-B2,1,9.31
4-T8-25-B2,2,9.25
4-T8-25-B2,3,9.22
4-T8-25-B3,1,8.92
4-T8-25-B3,2,8.96
4-T8-25-B3,3,8.98
4-T8-25-B4,1,9.73
4-T8-25-B4,2,9.71
4-T8-25-B4,3,9.77
4-T8-25-B5,1,9.49
4-T8-25-B5,2,9.37
4-T8-25-B5,3,9.38
4-T8-25-B6,1,9.54
4-T8-25-B6,2,9.6
4-T8-25-B6,3,9.59
4-T8-25-B7,1,7.06
4-T8-25-B7,2,7.07
4-T8-25-B7,3,7.21
4-T8-25-W1,1,4.13
4-T8-25-W1,2,4.06
4-T8-25-W1,3,4.14
4-T8-25-W2,1,4.85
4-T8-25-W2,2,4.95
4-T8-25-W2,3,4.95
4-T8-25-W3,1,5.83
4-T8-25-W3,2,6.03
4-T8-25-W3,3,5.96
4-T8-25-W4,1,4.37
4-T8-25-W4,2,4.32
4-T8-25-W4,3,4.43
4-T8-25-W5,1,5.66
4-T8-25-W5,2,5.84
4-T8-25-W5,3,5.87
4-T8-25-W6,1,5.07
4-T8-25-W6,2,4.99
4-T8-25-W6,3,5.01
4-T8-25-W7,1,5.14
4-T8-25-W7,2,5.18
4-T8-25-W7,3,5.19
4-T8-25-W8,1,4.9
4-T8-25-W8,2,4.98
4-T8-25-W8,3,4.94
4-T8-25-W9,1,4.42
4-T8-25-W9,2,4.62
4-T8-25-W9,3,4.52
4-T8-25-W10,1,5.4
4-T8-25-W10,2,5.44
4-T8-25-W10,3,5.45
4-T8-25-W11,1,5.48
4-T8-25-W11,2,5.43
4-T8-25-W11,3,5.56
4-T8-25-W12,1,5.68
4-T8-25-W12,2,5.74
4-T8-25-W12,3,5.79
4-T8-25-W13,1,4.59
4-T8-25-W13,2,4.69
4-T8-25-W13,3,4.65
4-T8-25-W14,1,5
4-T8-25-W14,2,5.05
4-T8-25-W14,3,4.99
4-T8-50-B1,1,9.32
4-T8-50-B1,2,9.37
4-T8-50-B1,3,9.46
4-T8-50-B2,1,7.02
4-T8-50-B2,2,7.08
4-T8-50-B2,3,6.97
4-T8-50-B3,1,7.14
4-T8-50-B3,2,7.09
4-T8-50-B3,3,7.08
4-T8-50-W1,1,4.82
4-T8-50-W1,2,4.8
4-T8-50-W1,3,4.83
4-T8-50-W2,1,4.76
4-T8-50-W2,2,4.6
4-T8-50-W2,3,4.68
4-T8-50-W3,1,5.44
4-T8-50-W3,2,5.42
4-T8-50-W3,3,5.32
4-T8-50-W4,1,3.77
4-T8-50-W4,2,3.85
4-T8-50-W4,3,3.82
4-T8-50-W5,1,5.33
4-T8-50-W5,2,5.3
4-T8-50-W5,3,5.32
4-T8-50-W6,1,4.38
4-T8-50-W6,2,4.38
4-T8-50-W6,3,4.32
4-T8-50-W7,1,5.43
4-T8-50-W7,2,5.41
4-T8-50-W7,3,5.41
4-T8-50-W8,1,4.49
4-T8-50-W8,2,4.55
4-T8-50-W8,3,4.49
4-T8-50-W9,1,5.2
4-T8-50-W9,2,5.22
4-T8-50-W9,3,5.28
4-T8-50-W10,1,4.63
4-T8-50-W10,2,4.61
4-T8-50-W10,3,4.54
4-T8-50-W11,1,4.41
4-T8-50-W11,2,4.51
4-T8-50-W11,3,4.48
4-T8-50-W12,1,4.75
4-T8-50-W12,2,4.76
4-T8-50-W12,3,4.77
4-T8-50-W13,1,6.34
4-T8-50-W13,2,6.32
4-T8-50-W13,3,6.34
4-T8-50-W14,1,7.51
4-T8-50-W14,2,7.51
4-T8-50-W14,3,7.5
4-T8-50-W15,1,7.38
4-T8-50-W15,2,7.38
4-T8-50-W15,3,7.43
4-T9-0-B1,1,9.46
4-T9-0-B1,2,9.47
4-T9-0-B1,3,9.58
4-T9-0-B2,1,9.41
4-T9-0-B2,2,9.45
4-T9-0-B2,3,9.47
4-T9-0-B3,1,9.25
4-T9-0-B3,2,9.21
4-T9-0-B3,3,9.23
4-T9-0-W1,1,4.89
4-T9-0-W1,2,4.96
4-T9-0-W1,3,4.93
4-T9-0-W2,1,3.91
4-T9-0-W2,2,3.88
4-T9-0-W2,3,3.88
4-T9-0-W3,1,5.61
4-T9-0-W3,2,5.6
4-T9-0-W3,3,5.63
4-T9-0-W4,1,4.77
4-T9-0-W4,2,4.9
4-T9-0-W4,3,4.82
4-T9-0-W5,1,4.48
4-T9-0-W5,2,4.49
4-T9-0-W5,3,4.45
4-T9-0-W6,1,6.04
4-T9-0-W6,2,6.03
4-T9-0-W6,3,6.03
4-T9-0-W7,1,4.9
4-T9-0-W7,2,4.85
4-T9-0-W7,3,4.84
4-T9-0-W8,1,5.42
4-T9-0-W8,2,5.35
4-T9-0-W8,3,5.36
4-T9-0-W9,1,4.23
4-T9-0-W9,2,4.23
4-T9-0-W9,3,4.23
4-T9-0-W10,1,4.41
4-T9-0-W10,2,4.41
4-T9-0-W10,3,4.44
4-T9-0-W11,1,5.42
4-T9-0-W11,2,5.38
4-T9-0-W11,3,5.41
4-T9-0-W12,1,4.34
4-T9-0-W12,2,4.4
4-T9-0-W12,3,4.37
4-T9-0-W13,1,4.93
4-T9-0-W13,2,4.87
4-T9-0-W13,3,4.9
4-T9-0-W14,1,4.34
4-T9-0-W14,2,4.31
4-T9-0-W14,3,4.32
4-T9-0-W15,1,6.86
4-T9-0-W15,2,6.84
4-T9-0-W15,3,6.86
4-T9-0-W16,1,6.37
4-T9-0-W16,2,6.43
4-T9-0-W16,3,6.4
4-T9-0-W17,1,7.38
4-T9-0-W17,2,7.44
4-T9-0-W17,3,7.44
4-T9-0-W18,1,7.25
4-T9-0-W18,2,7.2
4-T9-0-W18,3,7.34
4-T9-0-W19,1,7.4
4-T9-0-W19,2,7.44
4-T9-0-W19,3,7.38
4-T9-25-B1,1,9.55
4-T9-25-B1,2,9.61
4-T9-25-B1,3,9.49
4-T9-25-B2,1,9.84
4-T9-25-B2,2,9.91
4-T9-25-B2,3,9.72
4-T9-25-B3,1,9.64
4-T9-25-B3,2,9.62
4-T9-25-B3,3,9.57
4-T9-25-B4,1,9.56
4-T9-25-B4,2,9.57
4-T9-25-B4,3,9.53
4-T9-25-B5,1,9.58
4-T9-25-B5,2,9.53
4-T9-25-B5,3,9.45
4-T9-25-B6,1,6.8
4-T9-25-B6,2,6.9
4-T9-25-B6,3,6.82
4-T9-25-B7,1,9.4
4-T9-25-B7,2,9.47
4-T9-25-B7,3,9.46
4-T9-25-B8,1,10.26
4-T9-25-B8,2,10.37
4-T9-25-B8,3,10.27
4-T9-25-W1,1,4.57
4-T9-25-W1,2,4.58
4-T9-25-W1,3,4.62
4-T9-25-W2,1,4.62
4-T9-25-W2,2,4.61
4-T9-25-W2,3,4.66
4-T9-25-W3,1,3.73
4-T9-25-W3,2,3.67
4-T9-25-W3,3,3.62
4-T9-25-W4,1,5.32
4-T9-25-W4,2,5.41
4-T9-25-W4,3,5.48
4-T9-25-W5,1,4.58
4-T9-25-W5,2,4.68
4-T9-25-W5,3,4.67
4-T9-25-W6,1,5.36
4-T9-25-W6,2,5.37
4-T9-25-W6,3,5.38
4-T9-25-W7,1,7.29
4-T9-25-W7,2,7.46
4-T9-25-W7,3,7.41
4-T9-25-W8,1,7.46
4-T9-25-W8,2,7.51
4-T9-25-W8,3,7.51
4-T9-50-B1,1,9.78
4-T9-50-B1,2,9.67
4-T9-50-B1,3,9.7
4-T9-50-B2,1,9.46
4-T9-50-B2,2,9.42
4-T9-50-B2,3,9.51
4-T9-50-B3,1,6.74
4-T9-50-B3,2,6.73
4-T9-50-B3,3,6.81
4-T9-50-W1,1,4.17
4-T9-50-W1,2,4.21
4-T9-50-W1,3,4.2
4-T9-50-W2,1,5.78
4-T9-50-W2,2,5.81
4-T9-50-W2,3,5.74
4-T9-50-W3,1,4.44
4-T9-50-W3,2,4.45
4-T9-50-W3,3,4.49
4-T9-50-W4,1,5.06
4-T9-50-W4,2,5.04
4-T9-50-W4,3,5
4-T9-50-W5,1,4.91
4-T9-50-W5,2,4.86
4-T9-50-W5,3,4.92
4-T9-50-W6,1,5.39
4-T9-50-W6,2,5.38
4-T9-50-W6,3,5.33
4-T9-50-W7,1,5.64
4-T9-50-W7,2,5.7
4-T9-50-W7,3,5.67
4-T9-50-W8,1,5.8
4-T9-50-W8,2,5.66
4-T9-50-W8,3,5.71
4-T9-50-W9,1,8.49
4-T9-50-W9,2,8.57
4-T9-50-W9,3,8.57
4-T10-0-B1,1,9.68
4-T10-0-B1,2,9.71
4-T10-0-B1,3,9.72
4-T10-0-B2,1,11.77
4-T10-0-B2,2,11.88
4-T10-0-B2,3,11.9
4-T10-0-W1,1,5.58
4-T10-0-W1,2,5.44
4-T10-0-W1,3,5.47
4-T10-0-W2,1,5.78
4-T10-0-W2,2,5.78
4-T10-0-W2,3,5.74
4-T10-0-W3,1,4.98
4-T10-0-W3,2,5.01
4-T10-0-W3,3,5.02
4-T10-0-W4,1,5.28
4-T10-0-W4,2,5.24
4-T10-0-W4,3,5.32
4-T10-0-W5,1,5.75
4-T10-0-W5,2,5.74
4-T10-0-W5,3,5.72
4-T10-0-W6,1,8.26
4-T10-0-W6,2,8.43
4-T10-0-W6,3,8.41
4-T10-0-W7,1,6.95
4-T10-0-W7,2,6.86
4-T10-0-W7,3,6.93
4-T10-0-W8,1,8.23
4-T10-0-W8,2,8.2
4-T10-0-W8,3,8.22
4-T10-0-W9,1,6.68
4-T10-0-W9,2,6.72
4-T10-0-W9,3,6.73
4-T10-25-B1,1,9.62
4-T10-25-B1,2,9.61
4-T10-25-B1,3,9.53
4-T10-25-B2,1,9.59
4-T10-25-B2,2,9.48
4-T10-25-B2,3,9.56
4-T10-25-B3,1,13.76
4-T10-25-B3,2,13.52
4-T10-25-B3,3,13.83
4-T10-25-B4,1,12.06
4-T10-25-B4,2,12.09
4-T10-25-B4,3,12.04
4-T10-25-B5,1,6.95
4-T10-25-B5,2,6.9
4-T10-25-B5,3,6.95
4-T10-25-B6,1,7.39
4-T10-25-B6,2,7.41
4-T10-25-B6,3,7.34
4-T10-25-W1,1,6.01
4-T10-25-W1,2,5.91
4-T10-25-W1,3,6
4-T10-25-W2,1,4.45
4-T10-25-W2,2,4.38
4-T10-25-W2,3,4.32
4-T10-25-W3,1,5.24
4-T10-25-W3,2,5.13
4-T10-25-W3,3,5.22
4-T10-25-W4,1,5.05
4-T10-25-W4,2,5.13
4-T10-25-W4,3,5.17
4-T10-25-W5,1,5.78
4-T10-25-W5,2,5.73
4-T10-25-W5,3,5.74
4-T10-25-W6,1,4.76
4-T10-25-W6,2,4.92
4-T10-25-W6,3,4.84
4-T10-25-W7,1,5.45
4-T10-25-W7,2,5.45
4-T10-25-W7,3,5.39
4-T10-25-W8,1,5.57
4-T10-25-W8,2,5.58
4-T10-25-W8,3,5.57
4-T10-25-W9,1,4.72
4-T10-25-W9,2,4.77
4-T10-25-W9,3,4.84
4-T10-25-W10,1,4.72
4-T10-25-W10,2,4.7
4-T10-25-W10,3,4.76
4-T10-25-W11,1,5.26
4-T10-25-W11,2,5.28
4-T10-25-W11,3,5.17
4-T10-25-W12,1,5.21
4-T10-25-W12,2,5.18
4-T10-25-W12,3,5.16
4-T10-25-W13,1,5.25
4-T10-25-W13,2,5.17
4-T10-25-W13,3,5.2
4-T10-25-W14,1,5.62
4-T10-25-W14,2,5.59
4-T10-25-W14,3,5.63
4-T10-25-W15,1,4.84
4-T10-25-W15,2,4.85
4-T10-25-W15,3,4.78
4-T10-25-W16,1,5.37
4-T10-25-W16,2,5.28
4-T10-25-W16,3,5.35
4-T10-25-W17,1,5.09
4-T10-25-W17,2,5.08
4-T10-25-W17,3,5.05
4-T10-25-W18,1,5.72
4-T10-25-W18,2,5.74
4-T10-25-W18,3,5.72
4-T10-25-W19,1,4.19
4-T10-25-W19,2,4.26
4-T10-25-W19,3,4.14
4-T10-25-W20,1,4.51
4-T10-25-W20,2,4.59
4-T10-25-W20,3,4.6
4-T10-25-W21,1,4.45
4-T10-25-W21,2,4.46
4-T10-25-W21,3,4.47
4-T10-25-W22,1,5.68
4-T10-25-W22,2,5.68
4-T10-25-W22,3,5.73
4-T10-25-W23,1,4.87
4-T10-25-W23,2,5.1
4-T10-25-W23,3,5.01
4-T10-25-W24,1,5.49
4-T10-25-W24,2,5.45
4-T10-25-W24,3,5.44
4-T10-25-W25,1,4.87
4-T10-25-W25,2,4.86
4-T10-25-W25,3,4.82
4-T10-25-W26,1,5.35
4-T10-25-W26,2,5.39
4-T10-25-W26,3,5.27
4-T10-25-W27,1,4.89
4-T10-25-W27,2,4.89
4-T10-25-W27,3,4.87
4-T10-25-W28,1,5.25
4-T10-25-W28,2,5.34
4-T10-25-W28,3,5.2
4-T10-25-W29,1,4.43
4-T10-25-W29,2,4.45
4-T10-25-W29,3,4.46
4-T10-25-W30,1,4.68
4-T10-25-W30,2,4.65
4-T10-25-W30,3,4.6
4-T10-25-W31,1,5.7
4-T10-25-W31,2,5.78
4-T10-25-W31,3,5.73
4-T10-25-W32,1,5.32
4-T10-25-W32,2,5.27
4-T10-25-W32,3,5.21
4-T10-25-W33,1,4.89
4-T10-25-W33,2,4.94
4-T10-25-W33,3,4.9
4-T10-25-W35,1,4.72
4-T10-25-W35,2,4.7
4-T10-25-W35,3,4.65
4-T10-25-W36,1,5.21
4-T10-25-W36,2,5.25
4-T10-25-W36,3,5.19
4-T10-25-W37,1,6.15
4-T10-25-W37,2,6.16
4-T10-25-W37,3,6.07
4-T10-25-W38,1,7.38
4-T10-25-W38,2,7.47
4-T10-25-W38,3,7.45
4-T10-25-W39,1,7.33
4-T10-25-W39,2,7.37
4-T10-25-W39,3,7.33
4-T10-25-W40,1,8.11
4-T10-25-W40,2,8.12
4-T10-25-W40,3,8.11
4-T10-25-W41,1,7.76
4-T10-25-W41,2,7.81
4-T10-25-W41,3,7.74
4-T10-25-W42,1,8.18
4-T10-25-W42,2,8.04
4-T10-25-W42,3,8.13
4-T10-25-W43,1,7.43
4-T10-25-W43,2,7.45
4-T10-25-W43,3,7.43
4-T10-25-W44,1,6.63
4-T10-25-W44,2,6.81
4-T10-25-W44,3,6.7
4-T10-25-W45,1,7.78
4-T10-25-W45,2,7.82
4-T10-25-W45,3,7.82
4-T10-25-W46,1,6.61
4-T10-25-W46,2,6.59
4-T10-25-W46,3,6.59
4-T10-25-W47,1,6.88
4-T10-25-W47,2,6.88
4-T10-25-W47,3,6.71
4-T10-25-W48,1,6.22
4-T10-25-W48,2,6.23
4-T10-25-W48,3,6.18
4-T10-50-B1,1,9.54
4-T10-50-B1,2,9.46
4-T10-50-B1,3,9.41
4-T10-50-B2,1,7.15
4-T10-50-B2,2,7.1
4-T10-50-B2,3,7.14
4-T10-50-B3,1,6.41
4-T10-50-B3,2,6.21
4-T10-50-B3,3,6.34
4-T10-50-B4,1,5.96
4-T10-50-B4,2,5.99
4-T10-50-B4,3,5.87
4-T10-50-W1,1,5.27
4-T10-50-W1,2,5.22
4-T10-50-W1,3,5.21
4-T10-50-W2,1,4.81
4-T10-50-W2,2,4.85
4-T10-50-W2,3,4.72
4-T10-50-W3,1,5.62
4-T10-50-W3,2,5.53
4-T10-50-W3,3,5.55
4-T10-50-W4,1,4.44
4-T10-50-W4,2,4.46
4-T10-50-W4,3,4.49
4-T10-50-W5,1,5.16
4-T10-50-W5,2,5.12
4-T10-50-W5,3,5.13
4-T10-50-W6,1,5.14
4-T10-50-W6,2,5.11
4-T10-50-W6,3,5.04
4-T10-50-W7,1,7.26
4-T10-50-W7,2,7.24
4-T10-50-W7,3,7.25
